Package 	 Class 	 numberOfMethods 	 lcom 	 avcc 	 nos 	 hbug 	 heff 	 uwcs 	 inst 	 pack 	 rfc 	 cbo 	 mi 	 ccml 	 nloc 	 fin 	 dit 	 minc 	 sr 	 rr 	 coh 	 lmc 	 lcom2 	 maxcc 	 hvol 	 hier 	 nqu 	 fout 	 six 	 ext 	 nsup 	 tcc 	 nsub 	 mpc 	 nco 	 intr 	 ccom 	 hlth 	 mod 	 NumberOfDefects 	 Defective
edu.cmu.sphinx.research.parallel	ParallelToken	17	0.0	1.0588235294117647	47	0.3843239372323457	5373.5090743278515	22	1	1	17	13	107.85060716859073	115	81	10	1	140.07227027556448	0.0	0.5	0.2	0	110.0	2	1152.971811697037	1	3	3	0.0	1	1	18	0	0	14	0	21	300	1	0	FALSE
edu.cmu.sphinx.linguist.language.grammar	BatchForcedAlignerGrammar	5	0.25	2.0	38	0.4925891305941378	15159.294932334997	10	1	1	5	11	79.67726379537376	34	50	1	2	111.89892690234751	0.0	0.6666666666666666	0.4	0	0.0	6	1477.7673917824134	1	0	10	0.10810810810810811	1	2	10	0	0	5	1	10	292	1	0	FALSE
edu.cmu.sphinx.decoder.search	ActiveListManager	6	4.0	1.0	11	0.09520307402960827	954.4694184501479	10	1	1	6	5	105.55738345489164	50	14	2	1	153.66266522143044	0.0	0.5	0.0	0	6.0	1	285.6092220888248	0	2	3	0.0	0	1	6	0	0	4	0	11	80	1	0	FALSE
tests.result.lattice	LatticeDumpTest	1	0.0	7.0	33	0.5771220995636994	28263.90653591964	1	0	1	1	7	49.47588656661538	13	45	0	1	78.8562723528046	0.0	0.0	0.0	0	1.0	7	1731.366298691098	0	0	7	0.0	1	0	7	0	0	1	0	6	279	1	0	FALSE
edu.cmu.sphinx.linguist.acoustic.tiedstate	Loader	14	0.0	1.0	15	0.06202886187546958	296.7105081689781	14	0	1	14	15	142.6835270489559	73	16	11	1	160.55634732056717	0.0	0.5	0.0	0	14.0	1	186.08658562640875	0	2	4	0.0	0	1	14	0	0	12	0	15	78	1	0	FALSE
edu.cmu.sphinx.linguist.acoustic.tiedstate.trainer	TrainerAcousticModel	8	0.07792207792207792	1.625	59	0.7204207275338992	20525.710970963904	19	1	1	9	12	64.0406051458239	87	74	5	1	112.51761604059979	0.0	0.5	0.1590909090909091	0	0.0	6	2161.2621826016975	1	0	10	0.0	1	1	13	0	1	8	0	21	438	1	0	FALSE
edu.cmu.sphinx.tools.corpus	CorpusWriter	1	0.0	1.0	2	0.012176441670993604	69.05865002596163	1	0	1	1	3	125.14512868344829	14	3	2	1	145.2874656626959	0.0	0.0	0.0	0	1.0	1	36.52932501298081	0	0	1	0.0	0	0	1	0	0	1	0	1	13	1	0	FALSE
edu.cmu.sphinx.linguist.language.ngram.large	TrigramBuffer	3	0.0	2.0	21	0.19909385404550944	9150.543128749432	3	0	0	3	2	63.77303967372436	26	28	1	1	111.87832144026316	0.0	0.5	0.0	0	3.0	4	597.2815621365284	1	0	2	0.0	0	1	6	0	0	3	0	7	133	0	0	FALSE
edu.cmu.sphinx.tools.batch	BatchModeRecognizer	12	0.1490909090909091	2.4166666666666665	165	2.11974334445043	66203.55344657553	37	1	1	12	20	49.78082845136089	117	211	2	1	99.77957783064812	3.0	0.0	0.17666666666666667	1	4.0	7	6359.23003335129	0	2	18	0.0	1	0	29	3	0	10	1	24	1181	1	0	FALSE
edu.cmu.sphinx.linguist.flat	ContextBucket	4	0.3333333333333333	1.5	23	0.20055308257733065	7891.871346547375	6	1	1	4	4	86.66363955858907	26	26	2	1	118.88530266556282	0.0	0.0	0.75	0	0.0	3	601.659247731992	0	2	2	0.0	1	0	6	0	0	2	0	5	137	0	0	FALSE
edu.cmu.sphinx.frontend.feature	S3FeatureExtractor	11	0.20625	3.1818181818181817	163	1.769339739980303	116906.14934789941	27	1	1	11	11	46.27469608900154	100	181	0	1	96.27344546828877	0.0	0.5	0.25	1	9.0	9	5308.019219940909	1	2	11	0.09523809523809523	1	1	35	0	0	9	0	26	996	1	0	FALSE
edu.cmu.sphinx.util	GapInsertionDetector	3	0.375	5.333333333333333	54	0.6931843862345771	43981.70383190476	7	1	1	3	6	53.42067811644817	37	84	2	1	90.98318777448817	0.0	0.0	0.5	0	4.0	12	2079.5531587037312	0	0	4	0.0	1	0	16	0	0	3	0	7	376	1	0	FALSE
edu.cmu.sphinx.tools.tags	ObjectTagsParser	3	0.0	1.0	6	0.048569867976189056	476.908595837125	3	0	1	3	2	92.43726933744836	28	10	1	1	142.4360187167356	0.0	0.5	0.0	1	4.0	1	145.70960392856716	0	0	1	0.0	1	1	3	0	0	3	0	4	44	1	0	FALSE
edu.cmu.sphinx.frontend.feature	DeltasFeatureExtractor	11	0.20625	3.1818181818181817	161	1.7153518305931408	108873.5800455655	27	1	1	11	11	48.03988411875984	114	178	0	1	96.51689501353573	0.0	0.5	0.25	1	9.0	9	5146.0554917794225	1	2	11	0.09523809523809523	1	1	35	0	0	9	0	26	969	1	0	FALSE
edu.cmu.sphinx.result	AbstractSausageMaker$Cluster	8	0.42857142857142855	1.75	39	0.3607317801028299	8575.095089153303	11	1	1	9	1	124.551378416261	6	54	0	1	124.551378416261	0.0	0.0	0.7083333333333334	0	0.0	3	1082.1953403084897	0	3	1	0.0	1	0	14	0	1	5	0	2	260	0	0	FALSE
edu.cmu.sphinx.frontend.frequencywarp	PLPCepstrumProducer	8	0.17857142857142858	2.125	82	0.9649377561728573	43628.642435271446	16	1	1	8	10	59.97136974687336	90	95	0	1	104.09897955768257	0.0	0.5	0.28125	1	10.0	4	2894.813268518572	1	2	10	0.1111111111111111	1	1	17	0	0	6	0	21	595	1	0	FALSE
edu.cmu.sphinx.linguist	WordSearchState	2	0.0	1.0	3	0.012568125993161634	61.603935721751405	2	0	1	2	9	116.98652866683831	15	4	8	1	159.27768125802305	0.0	0.5	0.0	0	2.0	1	37.7043779794849	0	1	1	0.0	0	1	2	0	0	1	0	3	16	1	0	FALSE
edu.cmu.sphinx.tools.dictator	ClipboardControls	3	0.0	2.0	19	0.24239975367775998	6589.333313839858	3	0	1	3	2	67.02154637978212	30	31	2	1	115.49855727455801	0.0	0.0	0.0	0	3.0	4	727.19926103328	0	1	0	0.0	1	0	6	0	0	2	1	7	151	1	0	FALSE
edu.cmu.sphinx.instrumentation	AccuracyTracker	8	0.18796992481203006	1.75	67	0.8028191438243528	21928.10817423927	27	1	1	9	16	61.63432053807905	84	92	4	1	110.11133143285494	2.0	0.0	0.21710526315789475	0	6.0	3	2408.4574314730585	0	2	12	0.0	1	0	14	2	1	6	1	23	480	1	0	FALSE
edu.cmu.sphinx.tools.audio	Utils	9	1.0	2.4444444444444446	77	2.0149966881814327	72310.81108017988	10	1	1	9	9	64.06537144348137	65	133	7	1	106.35652403466611	0.0	0.0	0.1111111111111111	1	16.0	6	6044.990064544298	0	2	3	0.0	1	0	22	0	0	7	0	20	1037	1	0	FALSE
edu.cmu.sphinx.util	BatchItem	3	0.25	1.0	10	0.053855860797646114	715.3291924732246	5	1	0	3	4	92.18980182702906	21	14	4	1	134.4809544182138	0.0	0.0	0.6666666666666666	0	5.0	1	161.56758239293833	0	2	0	0.0	0	0	3	0	0	1	0	4	50	1	0	FALSE
com.sun.speech.engine	EngineEventPanel	4	0.3333333333333333	1.0	22	0.2065927261825826	2775.8297940419748	7	1	1	4	1	74.44677964530248	34	27	1	1	122.5520614118413	0.0	0.5	0.5833333333333334	0	0.0	1	619.7781785477478	1	0	0	0.0	1	1	4	0	0	4	0	8	144	1	0	FALSE
edu.cmu.sphinx.linguist.lextree	LexTreeLinguist$ArcCache	1	0.0	1.0	3	0.02290665476843362	217.3005941196794	1	0	1	1	0	134.798497778534	0	5	0	1	134.798497778534	0.0	0.5	0.0	0	0.0	1	68.71996430530086	1	0	0	0.0	0	1	1	0	0	1	0	0	20	0	0	FALSE
edu.cmu.sphinx.linguist.language.ngram.large	LRUCache	2	0.0	1.0	6	0.040659832948909826	390.64553971751957	3	1	1	2	14	92.87201363522168	14	9	1	1	135.16316622640642	0.0	0.5	1.0	0	2.0	1	121.97949884672948	1	0	13	0.0	0	1	2	0	0	2	0	2	36	0	0	FALSE
tests.live	LiveFrame$ActionListener_19	1	0.0	1.0	4	0.02240234516341916	160.0175887256437	1	0	1	1	0	131.18456096341043	0	5	0	1	131.18456096341043	0.0	0.0	0.0	0	0.0	1	67.20703549025748	1	0	0	0.0	0	0	1	0	0	1	0	0	20	0	0	FALSE
tests.live	LiveFrame$ActionListener_18	1	0.0	1.0	4	0.02551079619901229	183.33097149259217	1	0	1	1	0	130.7194089249173	0	5	0	1	130.7194089249173	0.0	0.0	0.0	0	0.0	1	76.53238859703687	1	0	0	0.0	0	0	1	0	0	1	0	0	22	0	0	FALSE
edu.cmu.sphinx.trainer	Edge	8	0.19047619047619047	1.0	24	0.18596584188424511	2127.128906496843	11	1	0	8	4	91.81717121467632	57	32	4	1	134.10832380586106	0.0	0.0	0.5	0	12.0	1	557.8975256527353	0	0	1	0.0	1	0	8	0	0	8	0	12	155	1	0	FALSE
edu.cmu.sphinx.tools.datacollection.server	Subject$Thread	1	0.0	4.0	13	0.15654515717501566	3428.102489285348	1	0	1	1	0	101.29098606085577	0	19	0	1	101.29098606085577	0.0	0.0	0.0	0	0.0	4	469.63547152504697	1	0	0	0.0	1	0	4	0	0	1	0	0	94	0	0	FALSE
edu.cmu.sphinx.research.parallel	ScoreCombiner	1	0.0	1.0	2	0.009217161484801076	41.47722668160484	1	0	0	1	5	102.90341159903156	11	3	4	1	147.03102140984078	0.0	0.0	0.0	0	1.0	1	27.651484454403228	0	0	1	0.0	0	0	1	0	0	1	0	2	11	1	0	FALSE
edu.cmu.sphinx.linguist.flat	StatePath	4	0.3333333333333333	1.0	12	0.07025683989821534	778.4765172083837	6	1	0	4	3	102.95384574442824	26	17	1	1	135.175508851402	0.0	0.0	0.75	0	2.0	1	210.770519694646	0	3	2	0.0	1	0	4	0	0	1	0	5	64	1	0	FALSE
edu.cmu.sphinx.linguist.flat	ExtendedUnitState	2	0.0	1.0	5	0.04525888340808801	408.93406326977976	2	0	1	2	4	121.43288761756546	28	8	1	2	141.57522459681306	0.0	0.6666666666666666	0.0	0	2.0	1	135.77665022426402	1	1	3	0.03076923076923077	1	2	2	0	0	1	0	3	39	1	0	FALSE
tests.live	LiveFrame$ActionListener_15	1	0.0	1.0	4	0.02240234516341916	160.0175887256437	1	0	1	1	0	131.18456096341043	0	5	0	1	131.18456096341043	0.0	0.0	0.0	0	0.0	1	67.20703549025748	1	0	0	0.0	0	0	1	0	0	1	0	0	20	0	0	FALSE
edu.cmu.sphinx.tools.corpus.xml	CorpusXMLJavalutionFormats$XmlFormat	2	0.0	1.0	11	0.16145815423421497	2998.545282542673	2	0	1	2	3	119.91755087482869	0	13	0	1	119.91755087482869	0.0	0.0	0.0	0	2.0	1	484.3744627026449	0	1	3	0.0	1	0	2	0	0	1	0	0	110	0	0	FALSE
edu.cmu.sphinx.util	NISTAlign	34	0.07780507780507781	2.5	371	4.761406097170452	308474.95220507175	71	1	1	35	6	52.322044170315976	317	528	6	1	102.32079354960321	0.0	0.0	0.10254372019077901	1	518.0	13	14284.218291511357	0	11	0	0.0	1	0	85	0	1	23	0	100	2712	1	0	FALSE
tests.live	LiveFrame$ActionListener_17	1	0.0	1.0	5	0.032	232.0	1	0	1	1	0	126.29926400746879	0	6	0	1	126.29926400746879	0.0	0.0	0.0	0	0.0	1	96.0	1	0	0	0.0	0	0	1	0	0	1	0	0	26	0	0	FALSE
tests.live	LiveFrame$ActionListener_16	1	0.0	2.0	5	0.03333333333333333	369.7777777777778	1	0	1	1	0	124.54555635889008	0	7	0	1	124.54555635889008	0.0	0.0	0.0	0	0.0	2	100.0	0	0	0	0.0	1	0	2	0	0	1	0	0	27	0	0	FALSE
edu.cmu.sphinx.linguist.language.ngram.large	TrigramProbability	3	0.25	1.0	10	0.05206287745758199	674.1449736601234	5	1	0	3	0	102.46208932060742	20	14	0	1	134.68375242758117	0.0	0.0	0.6666666666666666	0	5.0	1	156.18863237274596	0	0	0	0.0	0	0	3	0	0	3	0	4	49	0	0	FALSE
edu.cmu.sphinx.linguist.language.ngram.large	BinaryLoader	30	0.05491698595146871	2.2666666666666666	280	3.112585257924751	168192.33061013502	57	1	1	30	5	57.591170825565165	246	337	1	1	105.69645259210397	0.0	0.0	0.09012345679012346	1	578.0	12	9337.755773774254	0	3	5	0.0	1	0	68	0	0	27	0	57	1760	1	0	FALSE
edu.cmu.sphinx.linguist.dflat	OutOfGrammarGraph$UnknownWordState	7	0.8333333333333334	1.0	17	0.09466661110200357	883.7347540645471	8	1	1	7	3	125.35139129056427	35	25	0	1	143.22421156217553	0.0	0.5	0.2857142857142857	0	18.0	1	283.9998333060107	0	3	3	0.0	1	1	7	0	0	4	1	7	85	0	0	FALSE
edu.cmu.sphinx.decoder.pruner	Pruner	5	0.0	1.0	6	0.026681024802374092	136.86686786537092	5	0	1	5	15	141.80844768296433	25	7	13	1	159.6812679545756	0.0	0.5	0.0	0	5.0	1	80.04307440712228	0	1	2	0.0	0	1	5	0	0	4	0	6	33	1	0	FALSE
edu.cmu.sphinx.trainer	Stage	4	0.09523809523809523	1.5	22	0.224666544581453	5141.935605281029	11	1	0	5	2	76.22283351145373	47	34	2	1	120.35044332226295	0.0	0.0	0.07142857142857142	1	6.0	2	673.999633744359	0	1	0	0.0	1	0	6	0	1	3	0	11	158	1	0	FALSE
edu.cmu.sphinx.linguist.dictionary	Word	9	0.0625	1.2222222222222223	38	0.29795986576687156	6802.0225658052395	13	1	0	9	39	83.53781708505021	64	50	38	1	125.82896967623495	0.0	0.0	0.3055555555555556	0	35.0	3	893.8795973006146	0	5	2	0.0	1	0	11	0	0	4	0	13	224	1	0	FALSE
demo.jsapi.cardmatch	CardMatch$WindowAdapter	1	0.0	1.0	4	0.02551079619901229	183.33097149259217	1	0	1	1	0	130.7194089249173	0	5	0	1	130.7194089249173	0.0	0.0	0.0	0	0.0	1	76.53238859703687	0	0	0	0.0	1	0	1	0	0	1	0	0	22	0	0	FALSE
com.sun.speech.engine.recognition	JSGFParserConstants	0	0.0	0.0	23	0.3851832837155607	4374.581579341011	22	1	0	0	2	171.0	0	65	2	1	171.0	0.0	0.0	0.0	0	0.0	0	1155.5498511466822	0	0	0	0.0	0	0	0	0	0	0	0	0	178	1	0	FALSE
edu.cmu.sphinx.result	Path	6	0.0	1.0	7	0.027185992458836995	130.09185356692996	6	0	1	6	11	128.25677085514252	38	8	9	1	160.47843396211627	0.0	0.0	0.0	0	6.0	1	81.55797737651099	0	4	2	0.0	0	0	6	0	0	2	0	7	35	1	0	FALSE
tests.live	LiveFrame$ActionListener_20	1	0.0	1.0	3	0.018201504169791678	128.5112812734376	1	0	1	1	0	176.48031783976091	2	4	0	1	136.59490383525065	0.0	0.0	0.0	0	1.0	1	54.604512509375034	0	0	0	0.0	1	0	1	0	0	1	0	2	17	0	0	FALSE
edu.cmu.sphinx.tools.datacollection.client	CorpusXMLZipWriter	3	0.0	2.3333333333333335	35	0.47871801431559347	15352.326351751593	4	1	1	3	5	102.98677624206303	12	46	1	1	102.75101584978074	0.0	0.0	1.0	1	0.0	4	1436.1540429467805	0	0	4	0.0	1	0	7	0	0	3	1	2	271	1	0	FALSE
edu.cmu.sphinx.model.acoustic.sphinx3	Model	23	0.051948051948051945	3.0434782608695654	240	3.062552206908028	152064.52946312455	37	1	1	24	20	59.23026562493123	254	308	0	1	103.35787543574044	0.0	0.0	0.12111801242236025	1	44.0	16	9187.656620724085	1	13	20	0.0	1	0	70	0	1	10	1	57	1714	1	0	FALSE
com.sun.speech.engine.recognition	BaseResult	45	0.0422077922077922	1.9777777777777779	227	2.23735084100911	59233.67544066655	52	1	1	45	6	120.44157831989577	219	346	2	1	120.20581792761348	0.0	0.0	0.10158730158730159	1	650.0	9	6712.052523027331	0	6	4	0.0	1	0	89	0	0	39	1	78	1487	1	0	FALSE
edu.cmu.sphinx.util.props	SaxLoader	2	0.6666666666666666	2.5	24	0.30208779936650415	8051.704778834038	5	1	1	2	1	58.01847315539025	23	32	1	1	102.14608296619946	0.0	0.0	0.6666666666666666	0	2.0	4	906.2633980995125	0	1	0	0.0	1	0	5	0	0	1	0	4	178	0	0	FALSE
com.sun.speech.engine	SpeechEventDispatcher	1	0.0	1.0	2	0.009217161484801076	41.47722668160484	1	0	1	1	4	117.65063562365157	13	3	4	1	147.03102140984078	0.0	0.0	0.0	0	1.0	1	27.651484454403228	0	0	0	0.0	0	0	1	0	0	1	0	2	11	1	0	FALSE
edu.cmu.sphinx.result	Result	29	0.06632653061224489	2.1379310344827585	194	1.788716855949136	58273.47909002925	36	1	1	29	64	67.6822776155071	233	251	56	1	115.78755938204591	0.0	0.0	0.07881773399014778	1	264.0	7	5366.150567847408	0	19	8	0.0	1	0	62	0	0	10	0	34	1167	1	0	FALSE
com.sun.speech.engine.recognition	BaseRuleGrammar	38	0.03153153153153153	2.8684210526315788	326	4.1117110417023355	306559.8079092771	44	1	1	39	6	74.08412832460169	254	456	3	1	106.30579143157544	0.0	0.5	0.13596491228070176	1	454.0	25	12335.133125107006	1	15	6	0.013888888888888888	1	1	109	0	1	23	1	113	2348	1	0	FALSE
edu.cmu.sphinx.trainer	SimpleTranscript	13	0.16666666666666666	1.1538461538461537	50	0.35668264859058435	5465.406485718938	19	1	1	13	3	100.2868487054694	80	68	1	1	132.50851181244315	0.0	0.0	0.32051282051282054	1	75.0	2	1070.0479457717531	0	4	2	0.0	1	0	15	0	0	9	1	21	278	1	0	FALSE
edu.cmu.sphinx.linguist.acoustic.tiedstate.trainer	HMMPoolManager	25	0.07971014492753624	3.04	364	4.377470559324276	198959.92731793108	48	1	1	26	16	65.0514994467301	170	379	1	1	97.27316255370386	0.0	0.0	0.12	1	104.0	7	13132.41167797283	0	2	16	0.0	1	0	76	0	1	23	0	77	2461	0	0	FALSE
edu.cmu.sphinx.linguist.dictionary	WordClassification	1	0.0	1.0	4	0.02546811539413645	289.0077442552006	2	1	1	1	5	96.94109732594805	6	6	5	1	129.1627604329218	0.0	0.0	1.0	0	1.0	1	76.40434618240934	0	0	0	0.0	0	0	1	0	0	1	1	2	23	1	0	FALSE
edu.cmu.sphinx.frontend.frequencywarp	LinearPredictor	5	0.5357142857142857	5.2	146	1.54255958467525	249097.85969308624	12	1	0	5	1	58.93700095864659	70	121	1	1	79.0793379378942	0.0	0.0	0.5714285714285714	0	0.0	7	4627.67875402575	0	0	0	0.0	1	0	26	0	0	5	0	10	917	1	0	FALSE
edu.cmu.sphinx.tools.batch	BatchModeRecognizer$CommandInterface_10	2	0.0	2.0	11	0.10134897857571468	2834.976690978807	2	0	1	2	1	119.94996696421506	0	16	0	1	119.94996696421506	0.0	0.0	0.0	0	2.0	3	304.04693572714405	1	2	1	0.0	1	0	4	0	0	0	0	0	68	0	0	FALSE
edu.cmu.sphinx.frontend.feature	FrameDropper	5	0.28125	3.0	51	0.5677507598820327	26914.24847148382	13	1	1	5	11	59.93670252639043	57	86	0	1	104.06431233719964	0.0	0.5	0.35	1	5.0	9	1703.252279646098	1	2	11	0.13333333333333333	1	1	15	0	0	3	0	14	351	1	0	FALSE
edu.cmu.sphinx.linguist.dflat	DynamicFlatLinguist$InitialState	5	0.75	1.0	12	0.08439614696512139	1046.9166520701647	6	1	1	6	1	141.72972599137856	21	19	0	1	141.49396559909627	0.0	0.5	0.4	1	7.0	1	253.18844089536418	0	3	1	0.0	1	1	5	0	1	2	0	4	74	0	0	FALSE
edu.cmu.sphinx.linguist.util	HMMPool	16	0.075	2.5	148	1.941298112769036	97820.04633417298	24	1	1	16	10	73.15597925936613	108	182	3	1	105.37764236633988	0.0	0.0	0.1953125	1	52.0	11	5823.894338307108	0	5	7	0.0	1	0	40	0	0	11	0	20	1097	1	0	FALSE
demo.sphinx.zipcity	ZipCity$ActionListener	1	0.0	2.0	5	0.03261949456633197	311.5282789966531	1	0	1	1	0	125.13178576552124	0	7	0	1	125.13178576552124	0.0	0.0	0.0	0	0.0	2	97.85848369899593	1	0	0	0.0	0	0	2	0	0	1	0	0	27	0	0	FALSE
edu.cmu.sphinx.linguist.language.ngram.large	LargeTrigramModel	38	0.05067567567567568	2.973684210526316	528	7.57828135263789	488855.1564502296	94	1	1	38	19	46.83757171270719	348	654	6	1	96.83632109199442	0.0	0.0	0.06719924812030076	1	782.0	13	22734.84405791367	0	8	16	0.0	1	0	113	0	0	30	1	81	3923	1	0	FALSE
edu.cmu.sphinx.linguist.acoustic	AcousticModel	9	2.0	1.0	12	0.07346079645985841	550.7076502775832	11	1	1	9	27	108.82490830669374	75	14	24	1	156.93019007323255	0.0	0.0	0.0	0	9.0	1	220.38238937957522	0	4	3	0.0	0	0	9	0	0	5	0	12	75	1	0	FALSE
edu.cmu.sphinx.linguist.util	GDLDumper	14	0.04195804195804195	2.7142857142857144	133	1.5456004136567179	48493.95736594073	25	1	1	14	12	58.82482027134063	140	178	0	2	107.30183116611651	0.0	0.6666666666666666	0.12987012987012986	1	54.0	7	4636.801240970153	1	6	12	0.06451612903225806	1	2	38	0	0	8	0	26	923	1	0	FALSE
edu.cmu.sphinx.frontend.frequencywarp	MelFrequencyFilterBank	9	0.11458333333333333	2.4444444444444446	101	1.319632699209272	108219.05967752961	21	1	1	9	9	147.08807809706036	212	126	0	1	99.81868480865239	0.0	0.5	0.18518518518518517	1	25.0	8	3958.898097627816	1	2	9	0.10526315789473684	1	1	22	0	0	7	0	22	762	1	0	FALSE
edu.cmu.sphinx.linguist.flat	SentenceHMMStateArc	9	0.2	1.2222222222222223	34	0.3025763883848419	7428.377622254087	14	1	1	9	7	87.89700749163804	65	55	5	1	130.18816008282278	0.0	0.0	0.37777777777777777	1	29.0	3	907.7291651545257	0	2	3	0.0	1	0	11	0	0	7	1	10	223	1	0	FALSE
edu.cmu.sphinx.result	ConfusionSet	10	0.0	2.2	74	0.7362087939057084	17764.915672156418	10	0	1	10	5	81.4834540988453	61	81	4	1	113.70511720581905	0.0	0.5	0.0	1	10.0	4	2208.6263817171252	1	3	1	0.0	1	1	22	0	0	7	0	11	485	1	0	FALSE
edu.cmu.sphinx.linguist.acoustic	Unit	16	0.06666666666666667	1.8125	80	0.7185946688910176	21091.793261965508	23	1	1	16	61	87.99920710471991	103	100	60	1	120.22087021169366	0.0	0.0	0.20535714285714285	1	110.0	5	2155.7840066730528	0	6	2	0.0	1	0	29	0	0	10	0	17	497	1	0	FALSE
edu.cmu.sphinx.tools.audio	AudioPanel	18	0.058823529411764705	1.8333333333333333	147	1.7223856053425537	95078.36450219751	28	1	1	18	2	89.98428494780475	98	171	1	1	107.85710521941601	0.0	0.5	0.15555555555555556	1	106.0	6	5167.156816027661	1	1	1	0.0	1	1	33	0	0	17	1	19	996	1	0	FALSE
edu.cmu.sphinx.trainer	Node	19	0.03968253968253968	1.263157894736842	71	0.5579307199962465	8600.705200767465	26	1	1	19	8	100.01323749150632	119	91	7	1	132.23490059848007	0.0	0.0	0.18045112781954886	1	203.0	4	1673.7921599887397	1	4	2	0.0	1	0	24	0	0	15	0	27	417	1	0	FALSE
edu.cmu.sphinx.frontend.filter	Preemphasizer	4	0.25	2.5	37	0.38916172015638645	18236.776621130128	8	1	1	4	9	115.51217936069382	69	46	0	1	106.38105298919119	0.0	0.5	0.4375	1	0.0	4	1167.4851604691594	1	1	9	0.07142857142857142	1	1	10	0	0	3	0	9	252	1	0	FALSE
edu.cmu.sphinx.util	PooledBatchManager	17	0.020833333333333332	1.3529411764705883	98	1.046793494680233	24866.829941584783	29	1	1	19	5	102.05953856586743	94	125	1	1	119.93235883747869	0.0	0.0	0.10294117647058823	1	154.0	3	3140.3804840406992	0	7	4	0.0	1	0	23	0	2	10	1	22	682	1	0	FALSE
edu.cmu.sphinx.tools.dictator	DictatorView$MouseListener	5	0.0	1.2	12	0.11191769105134887	1586.9448787351857	5	0	1	5	0	140.02944370210022	1	19	0	1	140.02944370210022	0.0	0.0	0.0	0	8.0	2	335.7530731540466	0	0	0	0.0	1	0	6	0	0	5	0	1	84	0	0	FALSE
edu.cmu.sphinx.frontend	SignalListener	1	0.0	1.0	2	0.009217161484801076	41.47722668160484	1	0	0	1	3	98.55401051506489	10	3	2	1	147.03102140984078	0.0	0.0	0.0	0	1.0	1	27.651484454403228	0	0	1	0.0	0	0	1	0	0	1	0	2	11	1	0	FALSE
edu.cmu.sphinx.trainer	Transcript	7	1.0	1.0	9	0.03871221944564104	209.0741625212501	8	1	1	7	7	179.99801271059619	27	10	6	1	159.38301621478317	0.0	0.0	0.0	0	7.0	1	116.13665833692312	0	3	1	0.0	0	0	7	0	0	4	0	9	46	1	0	FALSE
edu.cmu.sphinx.frontend.feature	LiveCMN	8	0.20238095238095236	2.25	69	0.7537153998828063	22702.446202626434	20	1	1	8	9	72.37233386672517	101	87	0	1	109.93484352476517	0.0	0.5	0.2604166666666667	1	4.0	5	2261.146199648419	1	1	9	0.1111111111111111	1	1	18	0	0	7	0	22	473	1	0	FALSE
edu.cmu.sphinx.linguist.dictionary	FastDictionary	21	0.059375	2.2857142857142856	204	2.3641282132009436	101615.35760221526	37	1	1	21	18	57.721072753656244	216	242	6	1	106.19808364843213	1.0	0.0	0.11904761904761904	1	227.0	7	7092.38463960283	0	6	12	0.0	1	0	48	1	0	15	1	36	1353	1	0	FALSE
demo.jsapi.cardmatch	CardMatchFrame$ActionListener_2	1	0.0	1.0	4	0.02059147917027245	146.43609377704337	1	0	1	1	0	131.48789658225687	0	5	0	1	131.48789658225687	0.0	0.0	0.0	0	0.0	1	61.77443751081735	1	0	0	0.0	0	0	1	0	0	1	0	0	19	0	0	FALSE
demo.jsapi.cardmatch	CardMatchFrame$ActionListener_1	1	0.0	1.0	4	0.018810680886974056	108.86408532184434	1	0	1	1	0	132.50188873247873	0	5	0	1	132.50188873247873	0.0	0.0	0.0	0	0.0	1	56.43204266092217	1	0	0	0.0	0	0	1	0	0	1	0	0	18	0	0	FALSE
edu.cmu.sphinx.util.props	PropertySheet	19	0.0	1.0	20	0.17445309368817247	861.6898580173104	19	0	1	19	87	107.95580961892031	175	22	86	1	157.95455899820755	0.0	0.0	0.0	0	19.0	1	523.3592810645174	0	10	3	0.0	0	0	19	0	0	9	0	20	171	1	0	FALSE
edu.cmu.sphinx.tools.audio	RawReader	1	0.0	14.0	61	0.8051030166080805	127900.29327191281	1	0	1	1	2	112.85832858836325	24	70	2	1	63.58105873512545	0.0	0.0	0.0	0	1.0	14	2415.3090498242414	0	0	0	0.0	1	0	14	0	0	1	0	6	387	1	0	FALSE
edu.cmu.sphinx.frontend.feature	BatchCMN	7	0.2222222222222222	2.7142857142857144	70	0.6528479049113111	38404.33289762683	10	1	1	7	8	55.54519623470998	73	80	0	1	104.02220712948586	0.0	0.5	0.5238095238095238	1	0.0	7	1958.543714733933	1	1	8	0.11764705882352941	1	1	19	0	0	6	0	17	401	1	0	FALSE
demo.jsapi.cardmatch	CardMatchFrame$ActionListener_0	1	0.0	2.0	6	0.03131719770112914	312.83057586185595	1	0	1	1	0	122.16390955235619	0	8	0	1	122.16390955235619	0.0	0.0	0.0	0	0.0	2	93.95159310338741	1	0	0	0.0	0	0	2	0	0	1	0	0	26	0	0	FALSE
edu.cmu.sphinx.frontend	DataProcessor	5	0.0	1.0	6	0.03133006029401353	172.74015882522434	5	0	1	5	12	108.88641163415679	46	7	9	1	158.88516101344402	0.0	0.5	0.0	0	5.0	1	93.99018088204059	0	3	3	0.125	0	1	5	0	0	2	0	6	36	1	0	FALSE
